COVID-19 People Fully Vaccinated from 22/Jan/2020 to 16/May/2022
People received vaccine (count)
Source: Our World in Data - https://ourworldindata.org/covid-deaths

1
2021-01-21,Norway,dummy,2125.0,Europe
2021-01-21,Poland,dummy,39686.0,Europe
2021-01-21,Romania,dummy,9843.0,Europe
2021-01-21,Singapore,dummy,77.0,Asia
2021-01-21,Slovenia,dummy,9266.0,Europe
2021-01-21,Spain,dummy,49056.0,Europe
2021-01-21,Switzerland,dummy,3330.0,Europe
2021-01-21,United Kingdom,dummy,466796.0,Europe
2021-01-21,United States,dummy,3771314.0,North America

30
2021-01-22,Argentina,dummy,32518.0,South America
2021-01-22,Austria,dummy,5036.0,Europe
2021-01-22,Belgium,dummy,1554.0,Europe
2021-01-22,Bulgaria,dummy,4605.0,Europe
2021-01-22,Canada,dummy,50200.0,North America
2021-01-22,Chile,dummy,8376.0,South America
2021-01-22,Czechia,dummy,10664.0,Europe
2021-01-22,Denmark,dummy,12993.0,Europe
2021-01-22,Estonia,dummy,3235.0,Europe
2021-01-22,France,dummy,1180.0,Europe
2021-01-22,Germany,dummy,199862.0,Europe
2021-01-22,Greece,dummy,2579.0,Europe
2021-01-22,Hungary,dummy,6944.0,Europe
2021-01-22,Ireland,dummy,3026.0,Europe
2021-01-22,Israel,dummy,970690.0,Asia
2021-01-22,Italy,dummy,48631.0,Europe
2021-01-22,Latvia,dummy,2227.0,Europe
2021-01-22,Lithuania,dummy,9264.0,Europe
2021-01-22,Luxembourg,dummy,1244.0,Europe
2021-01-22,Mexico,dummy,20083.0,North America
2021-01-22,Norway,dummy,2145.0,Europe
2021-01-22,Poland,dummy,45479.0,Europe
2021-01-22,Portugal,dummy,34210.0,Europe
2021-01-22,Romania,dummy,11254.0,Europe
2021-01-22,Singapore,dummy,79.0,Asia
2021-01-22,Slovenia,dummy,10262.0,Europe
2021-01-22,Spain,dummy,68456.0,Europe
2021-01-22,Switzerland,dummy,3824.0,Europe
2021-01-22,United Kingdom,dummy,468617.0,Europe
2021-01-22,United States,dummy,3981744.0,North America

28
2021-01-23,Argentina,dummy,35349.0,South America
2021-01-23,Belgium,dummy,1578.0,Europe
2021-01-23,Bulgaria,dummy,4610.0,Europe
2021-01-23,Canada,dummy,54593.0,North America
2021-01-23,Cyprus,dummy,2057.0,Europe
2021-01-23,Czechia,dummy,11541.0,Europe
2021-01-23,Denmark,dummy,19058.0,Europe
2021-01-23,Estonia,dummy,3252.0,Europe
2021-01-23,France,dummy,1243.0,Europe
2021-01-23,Germany,dummy,246183.0,Europe
2021-01-23,Greece,dummy,3135.0,Europe
2021-01-23,Hungary,dummy,8135.0,Europe
2021-01-23,Ireland,dummy,3486.0,Europe
2021-01-23,Israel,dummy,1024261.0,Asia
2021-01-23,Italy,dummy,81970.0,Europe
2021-01-23,Latvia,dummy,2229.0,Europe
2021-01-23,Lithuania,dummy,9264.0,Europe
2021-01-23,Luxembourg,dummy,1244.0,Europe
2021-01-23,Mexico,dummy,22472.0,North America
2021-01-23,Norway,dummy,2155.0,Europe
2021-01-23,Oman,dummy,5902.0,Asia
2021-01-23,Poland,dummy,46980.0,Europe
2021-01-23,Romania,dummy,12878.0,Europe
2021-01-23,Singapore,dummy,82.0,Asia
2021-01-23,Slovenia,dummy,10752.0,Europe
2021-01-23,Switzerland,dummy,3921.0,Europe
2021-01-23,United Kingdom,dummy,469660.0,Europe
